timestamp_ms,mid_price,spread_ticks,order_latency_ms,fill_ratio,imbalance,micro_vol,pnl_ticks,err_inc,cause,mu_norm,sg_norm,success_window_ms,recovered_within_target,gateway_primary_latency_ms,gateway_secondary_latency_ms,queue_depth_primary,queue_depth_secondary,active_primary
1300,4050.03,1.3,5.26,0.362,0.076,1.445,-0.41,0,32,0.876,1.204,55,0,6.55,3.06,13.51,13.76,0
1400,4049.72,1.3,5.04,0.279,-0.357,0.786,-0.38,0,32,0.839,0.655,126,1,5.84,2.5,21.51,13.47,0
1500,4049.52,1.34,6.02,0.291,-0.815,2.259,-0.372,0,32,1.004,1.882,132,0,6.96,3.81,16.12,14.09,0
1600,4049.35,1.32,5.68,0.249,-0.252,1.595,-0.093,1,96,0.947,1.329,62,1,7.11,5.1,15.97,11.05,0
1700,4049.38,1.16,6.46,0.009,-0.854,2.028,-0.134,0,32,1.077,1.69,100,1,7.13,6.99,12.75,19.5,0
1800,4049.49,1.54,5.11,0.323,-0.469,0.983,-0.344,0,32,0.852,0.819,115,1,8.47,8.54,24.66,18.27,1
1900,4049.72,1.14,5.56,0.198,-0.478,1.245,0.023,0,32,0.927,1.037,260,1,6.46,5.5,14.43,14.58,0
2000,4049.94,1.04,4.76,0.175,0.161,1.759,-0.09,1,96,0.794,1.466,139,0,4.01,8.37,16.1,16.45,1
2100,4049.5,1.12,4.78,0.387,-0.304,1.142,0.063,1,32,0.797,0.952,226,1,4.03,5.98,13.11,12.54,1
2200,4049.3,1.12,4.43,0.199,-0.028,1.697,-0.506,1,32,0.738,1.414,102,0,6.06,6.06,9.82,19.92,1
2300,4049.17,1.69,5.12,0.443,-0.375,2.027,-0.521,1,32,0.854,1.689,112,1,4.39,5.57,16.55,8.62,1
2400,4049.17,1.71,4.37,0.137,0.068,1.528,-0.345,0,32,0.729,1.273,93,1,5.28,2.5,16.68,17.23,0
2500,4049.17,1.59,5.6,0.317,-0.028,1.48,-0.272,1,32,0.933,1.233,227,1,6.74,6.07,14.04,16.72,0
2600,4049.06,1.55,5.06,0.158,-0.451,1.535,0.132,0,32,0.843,1.279,40,1,5.89,2.5,11.74,15.74,0
2700,4049.22,1.55,6.51,0.0,-0.386,1.145,-0.514,1,96,1.086,0.954,174,1,7.98,5.84,19.97,17.47,0
2800,4049.21,1.55,6.0,0.022,-0.298,1.029,-0.289,1,32,1.0,0.857,152,0,6.25,4.0,12.11,7.74,0
2900,4049.3,1.87,4.88,0.269,-0.268,0.967,-0.105,1,32,0.813,0.806,136,1,9.15,3.34,15.69,15.68,0
3000,4049.62,1.45,6.69,0.406,-1.0,1.062,-0.039,0,96,1.114,0.885,74,1,4.89,6.68,14.06,11.41,1
3100,4049.9,1.2,6.95,0.289,-0.196,1.763,-0.638,1,32,1.159,1.469,188,1,7.56,4.25,21.16,14.31,0
3200,4049.48,1.41,5.28,0.313,-0.797,1.229,-0.227,0,32,0.88,1.024,75,0,6.52,2.5,17.39,13.87,0
3300,4049.54,1.47,4.33,0.256,-0.482,1.84,-0.247,0,96,0.722,1.533,163,0,4.72,4.24,18.46,14.75,0
3400,4050.15,1.49,5.31,0.206,0.037,1.997,-0.337,1,96,0.885,1.664,237,0,6.35,3.27,20.53,13.39,0
3500,4049.93,1.77,6.05,0.08,-0.2,2.285,-0.42,0,64,1.008,1.904,162,1,7.64,2.59,18.45,15.05,0
3600,4049.69,1.21,6.29,0.06,-0.119,1.376,-0.269,1,32,1.048,1.147,122,1,5.5,4.15,20.76,14.79,0
3700,4049.85,1.73,4.59,0.253,-0.397,1.899,-0.369,1,32,0.765,1.583,146,1,3.4,3.4,26.27,7.54,1
3800,4049.76,1.42,5.47,0.35,-0.753,1.83,-0.581,0,96,0.912,1.525,119,0,5.19,4.6,13.79,9.39,0
3900,4049.82,1.17,4.99,0.253,-0.382,1.598,-0.033,0,32,0.832,1.332,40,1,6.4,3.95,15.63,18.36,0
4000,4049.96,1.55,4.7,0.119,0.275,2.027,-0.428,1,64,0.783,1.689,40,1,4.94,3.57,23.87,13.06,0
4100,4050.04,1.72,5.42,0.21,-0.658,1.112,-0.45,1,64,0.903,0.926,208,1,5.02,2.5,19.43,7.8,0
4200,4050.11,1.46,5.77,0.35,-0.677,1.512,0.114,1,96,0.961,1.26,112,1,7.75,3.26,20.26,7.66,0
4300,4050.03,1.49,4.71,0.037,-0.315,1.602,-0.476,1,64,0.785,1.335,62,0,4.62,3.69,16.93,2.13,0
4400,4050.18,1.53,5.4,0.12,0.031,1.661,-0.58,0,32,0.9,1.384,113,0,8.17,2.5,23.94,14.79,0
4500,4050.01,1.23,5.52,0.0,0.1,1.668,-0.346,1,32,0.92,1.39,170,1,7.54,6.38,12.05,10.69,0
4600,4050.17,1.2,4.86,0.291,-0.24,1.765,-0.001,0,32,0.81,1.471,117,0,4.42,4.7,10.84,10.47,1
4700,4050.35,1.66,5.94,0.309,-0.428,2.606,0.08,1,32,0.991,2.172,148,1,6.51,4.92,12.15,14.03,0
4800,4050.72,1.37,7.46,0.414,-0.026,1.169,-0.578,0,32,1.243,0.975,125,1,8.99,2.5,13.14,5.45,0
4900,4050.44,1.63,4.91,0.293,-0.908,1.23,0.07,0,32,0.819,1.025,189,0,4.77,6.25,22.08,14.13,1
5000,4050.67,1.62,2.25,0.116,-0.992,2.361,0.15,1,32,0.375,1.968,134,1,2.0,2.82,19.65,12.16,1
5100,4050.7,1.33,5.92,0.12,0.134,1.606,-0.59,1,64,0.987,1.338,146,1,5.73,3.0,21.22,15.74,0
5200,4050.97,1.34,6.0,0.146,-0.708,1.454,-0.121,1,96,1.0,1.211,116,1,8.59,6.55,12.27,19.79,0
5300,4050.98,1.57,4.48,0.395,-0.747,2.185,-0.413,1,64,0.746,1.821,47,0,2.2,2.5,20.85,15.0,1
5400,4050.66,1.08,6.27,0.158,-0.723,1.668,-0.29,1,32,1.045,1.39,172,0,4.66,4.52,15.7,8.18,0
5500,4050.72,1.44,6.18,0.461,-0.356,2.005,-0.053,0,64,1.03,1.671,102,0,5.66,5.15,15.48,8.88,0
5600,4050.72,1.6,5.42,0.235,-0.231,0.858,-0.442,0,64,0.903,0.715,198,0,4.53,2.99,15.67,14.71,0
5700,4050.79,1.18,6.79,0.122,-0.713,1.344,-0.29,0,32,1.132,1.12,134,0,4.91,5.81,20.53,10.67,1
5800,4050.52,1.52,6.06,0.348,-0.194,1.417,0.149,1,32,1.011,1.181,113,1,6.19,2.5,15.44,17.83,0
5900,4050.15,1.56,5.72,0.118,-0.53,2.483,-0.378,1,32,0.954,2.069,109,1,8.08,3.28,14.25,7.15,0
6000,4050.14,1.51,5.24,0.441,-0.398,0.495,-0.174,0,32,0.874,0.412,222,0,5.22,2.5,11.78,13.79,0
6100,4050.28,1.61,6.03,0.274,-0.078,1.688,0.056,1,32,1.004,1.407,195,0,5.75,3.61,12.64,9.59,0
6200,4049.98,1.62,4.5,0.038,0.274,1.332,-0.295,0,32,0.75,1.11,106,1,4.39,2.5,16.69,20.17,0
6300,4050.13,1.59,4.93,0.09,-0.453,1.804,-0.139,0,32,0.822,1.503,95,1,6.03,2.75,17.29,10.93,0
6400,4049.91,1.45,3.71,0.261,-0.305,1.146,0.121,1,32,0.618,0.955,54,1,5.29,2.5,20.3,16.11,0
6500,4049.75,1.35,4.49,0.436,-0.541,1.397,-0.183,0,32,0.748,1.164,97,0,4.48,2.69,17.67,11.31,0
6600,4049.63,1.27,5.68,0.259,-1.0,1.527,-0.394,1,32,0.946,1.272,65,1,4.85,2.5,21.12,20.72,0
6700,4049.44,1.55,5.22,0.2,-0.813,1.482,-0.495,1,64,0.87,1.235,109,1,5.17,5.35,12.36,13.54,1
6800,4049.26,1.26,5.4,0.338,-0.251,1.755,-0.286,1,32,0.901,1.463,154,1,6.5,6.77,17.3,11.21,1
6900,4049.56,1.17,5.11,0.392,-0.556,1.644,-0.266,0,32,0.851,1.37,205,1,5.49,5.7,16.63,8.72,1
7000,4049.61,1.59,5.88,0.301,-0.591,1.507,-0.201,0,96,0.981,1.256,232,1,6.19,2.5,24.17,12.26,0
7100,4049.46,1.37,5.74,0.24,-0.767,1.317,0.043,1,32,0.956,1.097,142,1,6.64,6.27,19.06,1.96,0
7200,4049.09,1.64,5.22,0.508,-0.338,1.524,-0.308,1,96,0.87,1.27,40,1,8.77,3.22,14.76,19.11,0
7300,4048.98,1.25,5.21,0.294,-0.619,1.206,-0.166,1,64,0.868,1.005,156,1,7.38,4.63,17.12,11.67,0
7400,4048.92,1.28,5.35,0.111,0.163,1.894,0.029,1,96,0.891,1.578,150,1,6.44,6.54,20.74,15.87,1
7500,4048.78,1.22,5.49,0.371,-0.32,1.208,-0.196,0,32,0.915,1.007,183,1,3.66,2.5,9.12,4.9,0
7600,4049.08,1.51,6.39,0.136,-0.81,1.772,-0.304,1,32,1.064,1.476,85,0,7.29,2.98,16.47,5.72,0
7700,4049.22,1.25,5.15,0.23,-0.828,1.962,-0.371,1,32,0.858,1.635,143,0,4.66,3.68,13.69,13.29,0
7800,4049.34,1.25,8.47,0.261,-0.379,1.231,0.184,0,96,1.412,1.026,127,1,8.2,4.18,8.82,11.17,0
7900,4049.18,1.08,6.23,0.307,-0.353,1.622,-0.069,0,32,1.039,1.351,184,1,6.68,3.29,8.61,8.42,0
8000,4049.19,1.3,6.33,0.385,-0.037,1.216,-0.23,2,32,1.055,1.013,40,1,8.23,6.59,21.94,15.79,0
8100,4048.93,1.27,6.49,0.298,0.047,1.351,-0.285,1,32,1.082,1.126,119,0,7.18,2.5,17.49,9.57,0
8200,4048.78,1.57,4.93,0.168,-0.498,1.021,-0.414,1,96,0.822,0.851,147,0,5.52,2.5,19.44,9.41,0
8300,4048.69,1.23,3.34,0.397,-0.245,1.737,-0.284,0,96,0.556,1.448,40,1,4.42,4.72,18.86,8.19,1
8400,4048.88,1.08,4.86,0.0,-0.598,2.277,-0.323,0,96,0.81,1.897,46,1,4.63,2.5,19.7,9.3,0
8500,4048.73,1.52,5.92,0.214,-0.404,1.706,-0.598,0,32,0.987,1.422,118,0,7.82,4.3,17.78,12.81,0
8600,4048.41,1.52,5.09,0.176,-0.131,1.228,-0.256,0,96,0.848,1.024,53,0,6.41,3.98,18.23,12.11,0
8700,4048.48,1.28,6.31,0.408,-0.756,1.775,-0.637,1,32,1.051,1.479,101,0,4.5,6.15,23.38,7.31,1
8800,4048.52,1.44,5.12,0.0,-0.529,1.894,-0.254,0,32,0.854,1.579,40,1,5.8,2.5,14.89,9.65,0
8900,4048.79,1.64,3.72,0.114,0.032,0.833,-0.406,0,32,0.62,0.694,122,1,3.27,3.71,16.68,16.26,1
9000,4048.86,1.5,7.92,0.296,-0.59,0.895,0.052,0,96,1.32,0.746,40,0,8.28,6.14,14.34,18.27,0
9100,4048.96,1.31,4.54,0.334,0.12,1.518,-0.094,1,96,0.757,1.265,204,1,6.93,5.15,11.56,13.99,0
9200,4048.7,1.36,4.44,0.187,-0.276,1.343,-0.259,1,96,0.741,1.119,138,1,5.44,2.5,11.62,9.03,0
9300,4048.79,1.49,4.6,0.414,-0.098,1.9,-0.321,0,64,0.767,1.584,53,0,7.72,3.29,12.6,16.67,0
9400,4049.27,1.01,5.35,0.181,-0.356,1.355,-0.62,1,96,0.892,1.129,186,1,6.26,3.9,23.68,12.38,0
9500,4049.28,1.6,6.12,0.364,-0.238,1.806,-0.352,0,96,1.019,1.505,118,0,6.48,5.21,16.78,7.99,0
9600,4049.23,1.1,5.17,0.391,0.056,1.534,-0.384,1,32,0.862,1.278,83,0,5.91,3.46,15.29,14.28,0
9700,4049.18,1.39,4.91,0.099,-0.503,1.414,-0.031,0,32,0.819,1.178,260,0,3.74,2.5,15.01,12.18,0
9800,4049.14,1.87,5.7,0.194,-0.133,1.7,-0.202,0,96,0.951,1.417,190,0,4.56,2.5,15.05,15.31,0
9900,4049.33,1.49,5.29,0.0,-0.477,1.439,-0.038,0,32,0.881,1.199,131,1,4.09,5.03,15.98,1.35,1
10000,4049.29,1.31,6.71,0.121,-0.118,1.509,-0.13,0,32,1.119,1.258,211,1,8.3,7.44,17.19,7.73,0
10100,4049.29,1.01,6.08,0.345,-1.0,1.815,-0.292,1,96,1.014,1.513,111,1,6.83,4.78,17.15,7.39,0
10200,4049.08,1.33,5.93,0.222,-0.358,1.72,-0.258,1,32,0.989,1.433,164,1,6.16,6.68,19.28,12.24,1
10300,4048.74,1.59,6.35,0.288,-0.245,1.507,-0.127,1,32,1.058,1.256,151,1,7.57,3.38,15.86,10.54,0
10400,4048.87,1.06,5.33,0.142,0.228,1.911,-0.742,0,96,0.888,1.592,194,1,8.25,2.5,17.34,16.44,0
10500,4049.32,1.81,6.09,0.224,0.0,1.66,-0.537,1,96,1.015,1.383,168,0,6.43,4.5,18.88,14.18,0
10600,4049.29,1.45,5.98,0.0,-0.371,1.704,-0.361,0,32,0.996,1.42,192,1,4.8,7.57,21.08,15.46,1
10700,4049.33,1.9,7.07,0.159,-0.031,1.24,-0.339,1,32,1.179,1.034,143,1,9.16,4.01,16.66,13.0,0
10800,4049.29,1.26,5.36,0.247,0.07,1.312,-0.202,1,32,0.893,1.093,240,0,6.28,4.55,19.07,7.18,0
10900,4049.23,1.47,6.0,0.301,0.174,1.334,-0.34,1,32,1.001,1.111,86,0,5.29,2.5,17.27,9.11,0
11000,4049.17,1.55,5.5,0.0,-0.283,1.167,-0.076,1,64,0.917,0.972,162,1,7.21,5.26,16.28,5.83,0
11100,4049.13,1.5,6.73,0.301,0.133,1.412,-0.195,0,32,1.122,1.176,67,1,5.69,2.5,20.76,14.45,0
11200,4049.03,1.71,5.0,0.171,-0.015,1.977,-0.393,0,32,0.834,1.647,147,1,4.7,5.21,24.49,16.53,1
11300,4048.87,1.23,5.94,0.021,-0.02,1.0,-0.467,0,32,0.989,0.834,117,1,7.02,6.51,24.96,4.74,0
11400,4048.8,1.37,7.48,0.16,-0.697,1.145,-0.192,0,32,1.247,0.954,222,1,7.59,5.89,21.81,9.57,0
11500,4048.79,0.95,6.46,0.139,-0.283,1.176,-0.119,1,96,1.077,0.98,143,0,7.32,5.13,17.94,2.22,0
11600,4048.71,1.24,6.82,0.332,-0.074,1.531,-0.031,1,32,1.137,1.276,194,1,7.19,4.48,16.64,16.3,0
11700,4048.65,1.93,5.37,0.134,-0.573,1.506,-0.176,0,64,0.895,1.255,164,1,8.85,3.67,16.17,21.83,0
11800,4048.84,1.19,6.13,0.166,-0.918,1.336,-0.374,0,32,1.021,1.114,126,0,6.48,4.8,21.18,16.46,0
11900,4049.11,1.16,5.1,0.084,-0.085,1.502,0.133,0,32,0.849,1.252,88,1,5.32,5.21,22.4,8.69,0
12000,4048.87,1.32,5.95,0.346,-0.507,1.136,0.071,0,96,0.992,0.946,142,1,3.94,4.56,19.85,12.12,1
12100,4048.94,1.42,5.91,0.206,-0.515,1.912,-0.573,0,32,0.985,1.593,151,0,8.85,2.53,19.17,13.54,0
12200,4048.88,1.63,6.7,0.279,-0.729,1.375,-0.337,1,32,1.117,1.146,176,0,6.75,2.5,20.99,7.18,0
12300,4049.11,1.29,4.82,0.179,-0.241,1.32,-0.426,1,96,0.804,1.1,106,0,4.64,6.43,13.6,6.36,1
12400,4049.09,1.4,4.31,0.235,-0.34,1.341,0.195,1,96,0.719,1.118,40,0,6.37,2.5,18.28,9.76,0
12500,4048.96,1.54,3.97,0.312,-0.552,1.514,-0.126,1,32,0.661,1.261,133,0,3.28,2.5,12.93,11.6,0
12600,4049.36,1.2,4.98,0.389,-0.651,1.829,-0.366,0,96,0.831,1.524,120,1,5.65,4.67,13.67,16.17,0
12700,4049.35,0.87,5.05,0.417,-0.391,1.997,-0.098,1,32,0.841,1.664,50,1,7.82,2.6,25.21,7.87,0
12800,4049.01,1.48,4.93,0.252,0.204,1.255,0.102,1,32,0.821,1.046,232,0,3.71,2.5,17.34,16.69,0
12900,4048.83,1.6,6.85,0.309,0.151,1.274,-0.541,0,96,1.141,1.061,221,1,7.56,4.85,23.28,7.55,0
13000,4048.68,1.29,6.57,0.283,0.036,1.548,-0.176,0,96,1.096,1.29,40,1,6.17,5.42,16.52,7.47,0
13100,4048.66,1.02,6.04,0.284,-0.497,1.931,-0.601,0,32,1.007,1.61,177,1,8.31,2.5,19.28,13.45,0
13200,4048.56,1.25,6.1,0.32,-0.112,1.412,-0.85,2,32,1.017,1.177,117,0,5.16,3.4,17.48,12.86,0
13300,4048.51,1.49,5.26,0.248,0.168,1.31,-0.315,1,32,0.877,1.092,151,1,4.48,5.87,17.23,13.66,1
13400,4048.17,1.55,7.22,0.3,0.397,1.433,-0.568,1,96,1.203,1.194,144,0,9.16,4.85,13.82,20.99,0
13500,4048.24,1.14,5.15,0.079,-0.787,1.514,-0.213,1,32,0.858,1.262,65,1,3.64,4.66,20.96,12.75,1
13600,4048.15,1.08,4.22,0.0,-0.725,1.4,-0.259,1,96,0.703,1.167,260,0,3.08,2.79,26.05,13.78,0
13700,4048.0,0.97,6.88,0.179,0.244,1.284,0.202,0,32,1.147,1.07,102,1,6.17,3.59,18.51,9.93,0
13800,4047.77,1.37,8.05,0.217,-0.168,1.343,-0.423,0,32,1.342,1.119,176,1,8.03,7.05,18.95,10.57,0
13900,4047.36,1.37,6.62,0.373,0.075,1.68,-0.389,1,32,1.104,1.4,182,1,7.76,2.5,9.94,17.32,0
14000,4047.3,1.2,6.88,0.287,-0.456,1.442,-0.272,0,32,1.147,1.202,163,0,8.1,3.66,27.61,19.62,0
14100,4047.17,1.47,5.19,0.187,-1.0,0.97,-0.196,0,32,0.865,0.808,150,1,7.14,3.54,19.25,4.91,0
14200,4047.47,1.53,6.27,0.31,-0.763,1.753,-0.103,0,96,1.044,1.461,53,1,7.28,5.33,22.42,13.55,0
14300,4047.58,1.17,6.16,0.057,0.492,1.149,-0.499,1,96,1.026,0.958,40,0,6.73,5.22,15.71,11.66,0
14400,4047.43,1.27,6.26,0.474,0.244,1.013,0.099,0,96,1.044,0.844,145,1,7.57,5.71,16.43,18.32,0
14500,4047.57,1.31,5.28,0.192,0.446,0.874,-0.078,1,32,0.881,0.729,142,1,6.39,2.5,17.15,11.5,0
14600,4047.52,0.99,4.63,0.492,-0.015,2.087,-0.193,1,32,0.771,1.739,59,1,2.0,2.5,21.63,14.89,1
14700,4047.61,1.33,6.04,0.219,-0.12,1.55,-0.372,1,32,1.006,1.292,72,1,6.82,4.26,19.29,17.95,0
14800,4047.53,1.38,3.53,0.155,-0.483,0.925,0.037,1,32,0.588,0.771,131,0,3.31,2.5,16.92,10.4,0
14900,4047.61,1.45,5.21,0.551,-0.161,1.966,-0.233,0,32,0.869,1.638,90,0,6.05,5.07,15.35,22.28,0
15000,4047.72,1.35,5.95,0.181,-0.799,1.308,-0.485,0,64,0.991,1.09,114,0,5.96,6.48,13.67,17.15,1
15100,4047.75,1.44,6.67,0.0,-0.358,1.338,-0.088,0,32,1.111,1.115,137,1,6.54,5.76,17.59,13.81,0
15200,4047.79,1.35,7.21,0.316,-0.266,1.882,-0.663,1,32,1.202,1.569,62,1,5.63,8.01,14.7,16.54,1
15300,4047.4,1.23,4.44,0.338,-0.224,1.597,-0.422,1,32,0.74,1.331,220,1,3.76,3.82,12.52,19.81,1
15400,4047.48,1.46,6.31,0.342,-0.005,2.283,-0.056,0,96,1.052,1.903,50,1,8.77,2.5,17.45,6.52,0
15500,4047.38,1.36,7.38,0.245,-0.549,1.66,-0.196,0,32,1.23,1.383,242,1,7.29,5.37,22.33,10.17,0
15600,4047.3,1.39,5.07,0.282,-0.505,1.929,-0.497,0,32,0.845,1.607,140,1,5.7,5.87,16.72,14.92,1
15700,4047.44,1.19,5.62,0.142,-0.731,1.561,-0.259,0,32,0.936,1.301,52,1,4.78,3.48,19.7,18.72,0
15800,4047.78,1.52,6.26,0.183,-0.246,1.435,-0.33,0,96,1.043,1.196,98,1,4.89,5.26,22.57,7.74,1
15900,4047.68,1.44,5.59,0.191,-0.752,1.308,-0.621,1,32,0.932,1.09,88,0,5.19,2.81,19.56,4.05,0
16000,4047.51,1.46,5.32,0.308,-0.354,1.724,-0.635,0,32,0.887,1.437,215,1,5.61,3.39,15.37,13.83,0
16100,4047.41,1.46,4.25,0.226,-0.329,1.323,-0.388,0,32,0.708,1.102,117,0,5.04,2.5,15.88,11.66,0
16200,4047.08,1.38,5.65,0.362,-0.505,1.556,-0.026,1,96,0.941,1.297,54,1,8.96,3.81,15.3,13.18,0
16300,4047.02,1.28,5.71,0.253,-1.0,0.983,-0.017,1,96,0.952,0.819,54,1,7.25,5.04,12.95,12.81,0
16400,4047.19,1.59,5.49,0.264,-0.545,1.517,-0.061,1,64,0.916,1.264,62,1,5.13,4.01,17.46,13.92,0
16500,4047.28,1.63,5.92,0.18,0.263,1.7,-0.098,0,32,0.987,1.417,82,1,6.55,4.98,24.51,10.68,0
16600,4046.79,1.45,7.16,0.476,-0.3,1.448,-0.562,1,64,1.193,1.207,40,0,7.13,6.04,16.74,14.57,0
16700,4047.19,1.47,4.26,0.387,-0.512,1.899,-0.248,1,32,0.71,1.582,78,1,2.0,2.98,18.11,9.88,1
16800,4047.17,1.58,4.24,0.29,-0.203,1.831,-0.426,1,96,0.707,1.526,191,1,2.75,2.5,12.7,21.33,0
16900,4046.94,1.34,6.49,0.484,-0.163,1.723,-0.098,0,32,1.081,1.436,203,1,5.03,3.86,14.38,7.81,0
17000,4046.76,1.15,6.73,0.294,-0.305,1.774,-0.319,1,96,1.122,1.478,40,0,6.76,5.02,16.42,18.82,0
17100,4046.93,1.69,4.76,0.413,-0.829,1.137,-0.015,0,32,0.793,0.947,80,1,5.07,2.5,7.7,13.71,0
17200,4046.96,1.18,6.23,0.235,0.495,2.342,-0.388,0,96,1.038,1.952,111,1,5.92,4.62,22.72,17.46,0
17300,4047.42,1.2,5.43,0.124,-0.047,1.39,-0.377,1,64,0.905,1.159,83,0,2.0,3.19,15.39,3.52,1
17400,4047.75,1.21,7.55,0.099,-0.261,1.558,0.052,1,32,1.258,1.299,124,1,10.31,4.07,19.39,7.31,0
17500,4047.7,1.75,6.16,0.232,-0.16,1.299,-0.486,0,96,1.027,1.083,100,0,8.41,2.79,26.18,10.82,0
17600,4047.81,1.25,4.88,0.0,-0.084,1.032,-0.261,1,96,0.813,0.86,46,0,5.38,3.12,19.41,22.97,0
17700,4048.1,1.21,4.61,0.371,-0.077,1.791,-0.49,0,32,0.769,1.492,44,0,4.89,2.5,13.56,8.3,0
17800,4048.31,1.26,6.5,0.387,-0.002,2.058,-0.369,0,32,1.083,1.715,114,0,7.39,5.67,11.21,14.19,0
17900,4048.26,1.71,6.98,0.409,-0.368,1.187,-0.506,1,64,1.163,0.989,172,1,9.28,2.5,19.52,11.82,0
18000,4048.4,1.26,5.96,0.075,-0.934,2.644,-0.285,0,32,0.993,2.203,200,0,7.25,5.32,20.37,5.74,0
18100,4048.44,0.96,6.37,0.273,-0.31,1.121,-0.566,1,96,1.062,0.934,130,0,7.97,4.48,23.08,6.6,0
18200,4048.32,1.4,6.26,0.177,-0.464,2.208,-0.457,1,32,1.044,1.84,211,0,5.92,4.49,16.06,7.67,0
18300,4048.31,1.8,5.63,0.346,-0.705,0.828,-0.25,1,32,0.938,0.69,79,0,4.22,6.25,24.75,14.33,1
18400,4048.47,1.33,5.04,0.32,-0.447,1.709,0.137,0,96,0.841,1.424,47,0,4.47,5.76,19.92,11.63,1
18500,4048.73,1.0,5.16,0.0,0.126,1.607,-0.574,1,32,0.86,1.339,223,1,3.01,4.46,13.98,19.17,1
18600,4048.84,1.17,5.77,0.463,0.044,1.278,-0.323,1,32,0.961,1.065,40,0,6.69,3.3,13.19,11.74,0
18700,4048.64,1.65,5.91,0.076,-0.185,1.475,0.191,0,96,0.984,1.229,260,1,7.39,3.78,19.16,10.49,0
18800,4048.52,1.01,5.96,0.207,-0.073,0.839,-0.417,0,32,0.993,0.699,148,0,9.27,5.65,18.76,18.81,0
18900,4048.35,1.31,4.63,0.35,-0.501,1.327,-0.111,0,32,0.771,1.105,157,1,5.19,3.42,20.61,5.98,0
19000,4048.52,1.6,4.08,0.471,0.159,2.255,-0.168,0,96,0.679,1.879,234,0,3.43,2.5,20.1,6.04,0
19100,4048.33,0.85,5.01,0.288,-0.495,1.175,-0.227,1,96,0.834,0.979,162,1,5.34,3.68,18.98,11.33,0
19200,4048.49,0.85,4.67,0.099,-0.142,1.5,-0.117,0,32,0.778,1.25,144,1,4.13,2.5,18.18,17.21,0
19300,4048.3,1.24,6.3,0.037,-0.561,1.396,-0.424,0,32,1.05,1.164,79,1,6.67,2.66,14.0,11.52,0
19400,4048.13,1.56,5.32,0.378,-0.504,2.299,0.179,1,32,0.887,1.916,65,1,4.34,3.34,18.42,4.68,0
19500,4048.15,1.35,5.52,0.101,-0.265,2.509,-0.233,0,64,0.92,2.09,241,1,5.92,2.5,12.31,6.14,0
19600,4048.0,1.2,5.02,0.111,0.103,1.563,-0.382,1,32,0.837,1.302,146,1,5.27,4.85,25.32,9.85,0
19700,4047.95,1.49,5.8,0.418,0.086,1.73,-0.25,0,32,0.967,1.441,147,1,4.96,3.43,11.1,4.22,0
19800,4048.02,1.52,5.2,0.161,-0.027,0.83,-0.155,1,96,0.867,0.692,95,1,5.3,2.5,16.66,11.93,0
19900,4048.13,1.32,5.23,0.27,0.003,1.285,-0.416,0,32,0.872,1.071,44,1,4.07,4.47,16.27,23.91,1
20000,4048.23,1.11,4.29,0.245,0.055,1.78,-0.272,0,64,0.716,1.484,82,0,4.47,5.51,20.23,18.89,1
20100,4048.57,1.05,3.89,0.306,0.12,1.638,-0.276,0,64,0.649,1.365,260,0,5.03,2.5,20.33,8.89,0
