timestamp_ms,mid_price,spread_ticks,order_latency_ms,fill_ratio,imbalance,micro_vol,pnl_ticks,err_inc,cause,mu_norm,sg_norm,success_window_ms,recovered_within_target,gateway_primary_latency_ms,gateway_secondary_latency_ms,queue_depth_primary,queue_depth_secondary,active_primary
4300,13296.49,0.82,5.32,0.733,-0.061,1.022,-0.185,0,96,0.887,0.852,140,0,2.12,4.31,27.6,11.59,1
4400,13296.55,1.35,3.69,0.864,0.149,0.514,0.163,0,96,0.614,0.428,189,1,2.0,7.14,15.23,8.55,1
4500,13297.17,1.49,5.19,0.878,0.244,1.357,0.064,1,64,0.864,1.131,224,1,5.82,5.14,19.6,11.59,0
4600,13297.68,0.99,4.4,0.727,0.319,0.993,0.142,0,64,0.734,0.827,102,0,3.24,4.09,20.69,8.22,1
4700,13297.58,1.15,3.46,0.773,0.487,0.611,0.05,1,32,0.576,0.509,40,0,3.49,5.83,21.49,14.86,1
4800,13298.07,1.07,4.46,0.703,0.142,0.55,-0.309,1,32,0.743,0.459,40,1,5.53,3.67,20.57,14.68,0
4900,13298.02,1.18,4.37,0.529,0.041,0.297,0.206,0,96,0.729,0.247,182,0,5.47,5.97,24.53,12.45,1
5000,13297.93,1.4,3.74,0.593,0.081,1.038,-0.063,0,96,0.623,0.865,135,1,2.7,5.33,20.83,20.45,1
5100,13297.68,1.09,4.97,0.576,-0.111,0.075,-0.268,1,32,0.829,0.062,40,1,4.44,2.5,24.69,14.92,0
5200,13297.67,1.13,4.96,0.606,0.404,0.467,-0.736,0,32,0.826,0.389,206,1,2.35,6.01,20.77,10.51,1
5300,13297.94,0.81,4.39,0.617,0.208,0.381,-0.291,1,32,0.731,0.318,128,0,4.24,2.5,19.96,2.84,0
5400,13297.86,0.92,5.17,0.837,0.128,0.759,-0.556,0,64,0.862,0.633,40,0,3.3,5.06,18.32,12.19,1
5500,13298.47,1.14,4.41,0.8,0.082,0.616,0.26,0,96,0.735,0.514,69,1,2.64,5.8,17.32,12.71,1
5600,13298.23,1.26,5.18,0.739,-0.336,1.225,-0.309,0,64,0.864,1.021,59,1,4.89,2.8,21.04,13.69,0
5700,13298.34,1.23,5.51,0.552,0.293,1.571,-0.353,1,32,0.918,1.309,70,1,3.31,7.65,13.83,12.87,1
5800,13298.47,1.37,4.06,0.759,-0.152,1.181,-0.624,1,96,0.677,0.984,146,1,2.0,4.28,15.88,15.82,1
5900,13298.37,1.06,3.48,0.596,0.104,0.459,0.031,1,96,0.58,0.383,116,1,2.0,2.5,17.83,6.86,1
6000,13298.54,1.07,5.89,0.553,0.128,0.787,-0.143,1,32,0.982,0.656,183,1,4.58,6.27,19.79,16.23,1
6100,13298.66,0.82,5.23,0.746,0.144,1.152,-0.459,0,64,0.872,0.96,40,1,2.69,4.4,24.5,9.74,1
6200,13298.48,0.99,3.99,0.732,0.314,0.735,0.065,0,32,0.664,0.613,142,0,2.13,5.41,22.97,10.88,1
6300,13298.73,1.34,5.53,0.581,0.253,1.204,-0.292,1,32,0.921,1.004,120,1,4.79,7.55,20.98,3.37,1
6400,13299.02,1.09,5.33,0.682,0.435,0.962,-0.602,0,64,0.889,0.802,125,1,3.76,4.86,17.41,19.14,1
6500,13298.88,1.27,3.75,0.677,0.24,1.017,-0.447,0,32,0.625,0.848,40,0,2.96,3.99,17.75,15.44,1
6600,13298.79,0.95,2.62,0.806,-0.029,0.884,0.273,0,32,0.436,0.736,225,1,2.63,3.71,12.96,6.48,1
6700,13298.55,1.06,4.35,0.721,0.134,0.883,-0.186,0,96,0.725,0.736,40,0,3.31,5.22,13.23,9.93,1
6800,13298.14,1.1,4.75,0.705,0.208,0.566,0.004,0,32,0.791,0.471,124,0,3.83,4.47,23.81,17.26,1
6900,13297.97,0.83,5.38,0.875,0.023,0.893,0.26,1,32,0.896,0.744,40,1,5.3,6.79,24.69,15.69,1
7000,13297.9,1.21,4.38,0.881,-0.096,1.138,-0.126,0,32,0.73,0.948,96,1,4.03,4.17,23.59,13.45,1
7100,13298.39,1.18,5.14,0.705,0.025,1.102,-0.465,1,32,0.856,0.919,128,0,2.78,3.88,14.78,10.38,1
7200,13298.49,0.98,3.6,0.705,0.064,1.1,-0.015,1,96,0.599,0.917,124,0,3.41,2.6,21.87,13.1,0
7300,13297.91,1.11,5.7,0.74,0.291,0.204,-0.279,1,64,0.95,0.17,84,0,5.25,5.8,24.53,9.46,1
7400,13297.95,0.84,4.41,0.684,-0.105,1.373,-0.174,1,64,0.735,1.144,162,0,3.73,2.57,10.47,2.24,0
7500,13297.89,1.04,3.41,0.697,0.267,0.806,-0.11,0,32,0.568,0.672,110,1,2.0,3.55,18.24,5.17,1
7600,13297.83,1.04,3.99,0.578,0.186,0.542,-0.137,0,96,0.664,0.452,40,1,4.49,6.14,13.3,11.93,1
7700,13298.21,0.93,5.0,0.773,0.416,0.877,-0.657,0,32,0.833,0.731,180,0,2.43,5.48,24.4,16.82,1
7800,13298.48,1.2,3.54,0.802,0.537,1.05,-0.566,0,32,0.589,0.875,142,1,2.19,5.43,19.66,20.16,1
7900,13297.94,1.04,5.19,0.777,0.139,0.875,-0.245,0,32,0.865,0.729,56,1,4.01,6.5,20.25,8.73,1
8000,13297.96,0.88,3.77,0.647,0.218,0.947,-0.411,0,64,0.629,0.79,224,0,3.56,3.75,18.72,9.6,1
8100,13297.76,1.25,2.12,0.831,-0.092,0.978,-0.246,0,32,0.354,0.815,159,1,2.31,2.5,24.07,11.71,1
8200,13298.17,1.16,4.13,0.703,0.168,0.594,0.196,2,64,0.689,0.495,139,0,4.13,4.67,23.22,18.68,1
8300,13298.0,0.9,4.33,0.84,0.291,1.487,0.28,0,32,0.722,1.24,121,0,3.27,8.2,25.56,2.98,1
8400,13298.12,1.19,3.13,0.843,0.048,1.021,-0.001,0,32,0.521,0.851,201,0,2.0,2.74,21.07,14.73,1
8500,13298.62,1.09,3.92,0.577,0.206,0.88,-0.09,0,96,0.654,0.733,40,0,3.04,3.68,15.04,1.0,1
8600,13298.58,1.35,3.86,0.827,0.273,0.532,-0.376,0,32,0.643,0.443,58,1,2.0,4.46,27.64,15.56,1
8700,13298.09,1.03,1.58,0.771,0.228,0.606,-0.409,1,96,0.263,0.505,40,1,3.24,2.5,12.64,11.94,0
8800,13297.99,1.12,4.19,0.826,0.032,0.649,-0.232,0,32,0.699,0.541,194,1,4.44,3.45,18.99,12.63,0
8900,13298.02,1.25,4.1,0.622,0.258,1.683,-0.07,1,64,0.683,1.403,40,1,3.75,7.18,18.35,6.5,1
9000,13297.88,0.91,2.96,0.789,-0.326,1.018,-0.301,0,96,0.494,0.848,128,1,4.77,3.83,9.86,21.89,0
9100,13297.93,0.8,3.21,0.773,-0.224,1.21,-0.397,0,32,0.536,1.008,167,0,3.05,2.5,18.52,8.64,0
9200,13297.54,1.22,3.69,0.566,0.071,0.958,-0.345,0,64,0.615,0.798,125,1,3.5,2.5,21.5,18.43,0
9300,13297.37,0.95,4.33,0.657,0.161,1.301,-0.179,0,96,0.721,1.084,133,1,2.31,5.77,24.12,7.22,1
9400,13297.57,1.03,2.45,0.952,0.239,1.497,-0.441,1,32,0.409,1.248,93,0,2.67,2.64,21.43,13.02,0
9500,13297.86,0.92,2.9,0.874,-0.408,1.225,-0.1,0,96,0.484,1.021,119,1,3.04,2.5,21.13,19.26,0
9600,13297.81,0.89,4.17,0.801,0.283,1.025,0.033,1,96,0.695,0.854,40,1,2.0,6.15,16.83,11.65,1
9700,13298.22,1.32,3.46,0.758,-0.223,1.18,0.298,0,32,0.577,0.983,40,1,2.57,3.12,20.17,5.6,1
9800,13298.01,0.93,5.33,0.872,-0.048,0.644,-0.076,0,64,0.888,0.537,126,1,3.35,3.97,15.98,6.37,1
9900,13298.34,1.22,4.06,0.782,-0.149,1.697,-0.486,0,32,0.677,1.414,97,0,2.0,6.11,12.99,12.05,1
10000,13298.66,0.97,3.57,0.466,0.162,0.979,0.803,0,64,0.594,0.816,228,0,2.11,5.2,17.26,13.61,1
10100,13299.05,1.36,4.7,0.646,0.106,0.363,-0.576,0,32,0.783,0.302,171,0,4.27,2.5,20.54,9.61,0
10200,13299.33,1.47,2.28,0.836,-0.34,1.341,-0.633,0,96,0.38,1.118,40,1,2.0,2.99,18.88,19.15,1
10300,13299.05,1.18,3.43,0.734,-0.118,0.907,0.404,0,96,0.571,0.756,40,1,4.53,6.26,14.84,8.72,1
10400,13298.78,1.01,4.22,0.601,0.465,0.631,0.536,0,32,0.704,0.526,109,1,5.17,7.53,24.06,15.22,1
10500,13298.86,1.12,4.77,0.714,0.167,1.019,0.083,1,96,0.795,0.849,127,0,5.18,3.83,28.84,18.18,0
10600,13298.68,0.94,3.93,0.727,0.158,1.091,-1.404,0,32,0.655,0.909,40,1,2.29,3.99,14.9,12.7,1
10700,13298.21,0.98,5.32,0.625,-0.05,0.928,-0.79,0,32,0.886,0.774,40,1,5.99,4.4,14.75,10.49,0
10800,13298.13,1.24,4.02,0.648,0.62,1.327,0.3,1,64,0.67,1.106,77,0,2.0,2.5,19.95,5.41,1
10900,13298.65,1.1,3.39,0.71,-0.025,0.394,-0.946,0,64,0.565,0.328,40,0,4.17,4.02,18.3,13.78,0
11000,13298.62,1.44,5.05,0.707,0.034,1.367,-0.378,0,96,0.842,1.14,108,1,2.0,7.64,16.75,6.76,1
11100,13298.98,0.84,3.09,0.536,0.579,0.465,-0.292,0,32,0.515,0.388,40,0,2.32,4.96,20.54,10.63,1
11200,13298.69,0.99,4.45,0.684,-0.145,0.738,-0.175,0,32,0.742,0.615,189,0,3.76,6.72,19.02,4.25,1
11300,13299.06,1.45,4.9,0.692,0.034,0.911,-0.19,1,32,0.817,0.759,54,0,4.72,2.5,15.25,12.33,0
11400,13299.02,1.32,3.04,0.675,-0.261,1.197,0.418,0,32,0.507,0.998,166,0,2.0,3.1,14.21,2.44,1
11500,13298.73,0.95,4.0,0.935,-0.366,0.105,-0.322,1,64,0.666,0.088,90,0,3.41,4.21,22.69,16.68,1
11600,13298.47,0.83,2.79,0.806,-0.162,1.016,0.172,0,32,0.466,0.847,180,1,2.0,3.71,27.47,10.39,1
11700,13298.99,1.33,5.58,0.788,0.334,0.893,-0.423,0,32,0.93,0.745,107,0,4.13,6.44,22.52,14.74,1
11800,13298.85,1.1,4.58,0.735,0.046,0.86,-0.072,0,96,0.763,0.717,119,1,4.54,2.5,21.25,15.13,0
11900,13299.07,0.97,4.26,0.628,-0.279,0.405,-0.901,0,64,0.711,0.337,91,0,2.78,4.73,15.94,12.37,1
12000,13299.26,1.08,4.31,0.765,0.033,0.0,-0.671,0,64,0.719,0.0,170,1,2.98,6.36,21.06,14.06,1
12100,13299.08,0.77,4.28,0.727,-0.123,1.04,-0.012,0,32,0.713,0.866,260,1,4.57,4.02,16.68,6.26,0
12200,13299.31,0.83,2.9,0.903,-0.092,0.941,0.152,1,64,0.484,0.784,67,0,3.23,4.14,18.67,18.88,1
12300,13299.22,1.27,3.17,0.771,0.119,1.976,-0.183,0,96,0.529,1.647,40,0,2.0,2.5,20.94,5.23,1
12400,13299.36,1.41,2.57,0.726,0.179,0.439,-0.034,1,64,0.428,0.365,104,1,2.38,2.58,23.74,3.49,1
12500,13299.26,0.79,4.11,0.62,0.277,0.974,-0.566,1,32,0.684,0.812,97,1,3.26,2.5,12.1,1.0,0
12600,13299.26,1.18,3.91,0.838,-0.198,1.308,-0.425,0,64,0.651,1.09,137,1,2.84,4.58,24.04,14.85,1
12700,13299.06,1.22,3.91,0.863,0.023,0.259,-0.251,0,96,0.652,0.216,40,0,3.04,5.12,19.95,9.95,1
12800,13298.62,1.15,4.1,0.67,0.23,0.802,0.107,0,96,0.683,0.668,176,0,4.57,3.7,18.6,15.14,0
12900,13298.62,1.06,2.65,0.795,0.118,0.061,-0.415,1,32,0.441,0.051,49,1,2.54,3.83,13.06,6.43,1
13000,13298.34,1.25,2.86,0.653,0.028,1.052,0.461,0,32,0.476,0.877,98,1,2.0,2.5,17.61,15.74,1
13100,13298.56,0.97,3.13,0.769,0.669,1.128,0.002,0,32,0.522,0.94,234,0,3.99,2.5,20.48,1.21,0
13200,13298.64,1.3,3.59,0.626,0.069,0.694,-0.034,0,32,0.599,0.578,40,1,2.67,2.5,17.2,5.74,0
13300,13298.35,1.31,5.79,0.544,0.09,1.233,-0.247,0,32,0.964,1.028,159,1,3.43,6.31,15.07,1.0,1
13400,13298.49,1.07,3.83,0.56,0.069,1.49,-0.463,0,32,0.638,1.242,117,0,3.26,3.52,23.0,12.97,1
13500,13298.22,1.08,5.54,0.714,0.264,0.743,-0.1,1,64,0.923,0.619,193,1,5.54,2.5,21.49,12.1,0
13600,13298.24,0.83,5.49,0.691,0.175,0.95,-0.085,1,96,0.915,0.792,150,0,5.1,4.71,14.63,11.95,0
13700,13298.07,1.5,4.59,0.774,-0.059,0.829,-0.717,0,32,0.765,0.691,40,1,3.91,2.51,19.97,16.08,0
13800,13298.12,0.84,4.35,0.733,-0.067,1.183,-0.02,0,32,0.724,0.986,195,1,2.65,5.46,16.19,14.45,1
13900,13298.31,1.28,4.07,0.548,-0.068,0.471,-0.356,0,64,0.678,0.392,79,1,3.57,2.5,14.83,8.93,0
14000,13298.27,0.81,4.28,0.844,1.0,1.088,-0.559,0,96,0.713,0.906,158,0,4.09,6.52,11.08,6.56,1
14100,13298.31,0.92,3.79,0.717,0.529,1.162,-0.014,1,64,0.632,0.968,44,1,2.0,2.5,14.53,8.69,1
14200,13298.06,0.66,3.57,0.679,0.245,0.472,-0.909,0,64,0.596,0.393,239,1,2.52,3.39,20.66,22.13,1
14300,13298.2,1.17,5.39,0.684,0.08,0.592,-1.03,1,96,0.898,0.494,77,1,4.53,6.08,18.47,1.29,1
14400,13298.27,1.48,3.7,0.493,0.314,1.011,0.239,1,96,0.617,0.843,168,1,5.18,4.11,13.73,10.51,0
14500,13298.27,1.21,3.06,0.638,-0.262,1.236,0.226,0,96,0.511,1.03,146,0,4.01,4.17,24.33,14.79,1
14600,13297.7,1.14,2.9,0.845,-0.119,0.998,-0.26,1,64,0.483,0.832,69,1,2.77,2.88,16.17,8.78,1
14700,13297.9,0.9,3.03,0.861,0.411,0.873,0.487,0,32,0.504,0.727,58,0,3.27,3.22,22.19,8.35,0
14800,13298.25,1.21,3.74,0.615,-0.122,0.939,-0.303,1,32,0.624,0.783,171,0,4.33,4.24,22.9,1.0,0
14900,13298.32,0.86,2.96,0.86,0.124,1.087,-0.287,1,64,0.493,0.906,115,0,3.58,2.5,16.78,10.02,0
15000,13298.35,0.92,5.39,0.643,-0.149,1.465,-0.593,0,32,0.898,1.221,155,1,3.75,2.65,20.8,15.89,0
15100,13298.28,1.35,4.25,0.806,0.52,0.798,-0.44,0,32,0.709,0.665,118,0,3.5,3.68,22.67,10.6,1
15200,13298.22,0.92,4.45,0.696,0.185,1.019,-0.978,0,32,0.741,0.85,189,0,2.0,8.03,22.46,2.26,1
15300,13297.87,0.9,4.58,0.848,-0.569,0.795,-0.041,0,64,0.763,0.663,150,0,4.48,5.14,22.56,1.57,1
15400,13298.05,1.06,4.64,0.797,-0.123,0.531,-0.605,0,32,0.774,0.443,163,1,3.08,5.65,19.33,10.95,1
15500,13298.51,1.0,2.3,0.788,0.034,0.644,-0.088,0,32,0.384,0.537,127,1,2.0,2.5,28.62,11.68,1
15600,13298.5,1.0,4.43,0.686,0.46,1.245,0.68,1,32,0.738,1.037,156,1,2.0,4.49,16.59,7.95,1
15700,13299.02,1.08,3.78,0.867,0.208,0.835,-0.473,0,64,0.629,0.696,40,1,2.89,5.31,21.25,9.56,1
15800,13299.0,0.98,3.73,0.851,0.371,1.168,-0.619,0,64,0.621,0.973,59,1,2.0,4.23,26.86,5.27,1
15900,13299.12,0.93,4.0,0.68,0.115,0.955,0.064,0,64,0.667,0.796,103,0,2.31,3.85,20.23,15.04,1
16000,13299.27,1.51,4.12,0.584,-0.059,0.642,0.146,0,32,0.687,0.535,86,0,3.41,4.42,18.73,10.98,1
16100,13299.38,0.9,5.0,0.624,0.269,0.751,-0.751,0,32,0.833,0.626,175,1,2.5,4.57,19.08,6.01,1
16200,13299.25,1.16,3.07,0.792,0.226,0.516,-0.317,1,32,0.511,0.43,175,0,2.49,4.03,22.93,18.87,1
16300,13299.08,0.6,3.25,0.857,0.23,0.989,0.494,1,32,0.541,0.825,139,1,3.95,5.75,22.15,3.55,1
16400,13299.35,0.77,4.28,0.654,0.109,0.816,-0.447,1,32,0.714,0.68,40,1,2.72,2.9,18.13,13.66,1
16500,13299.58,1.13,4.65,0.747,0.069,0.849,-0.003,0,96,0.774,0.708,194,0,4.75,6.89,24.0,6.96,1
16600,13299.58,1.03,4.34,0.681,-0.045,0.808,-0.344,0,32,0.723,0.674,40,1,3.16,3.76,14.84,10.12,1
16700,13299.54,1.25,4.12,0.694,0.744,0.795,0.097,0,32,0.687,0.663,64,1,3.32,4.84,22.3,18.08,1
16800,13299.54,1.3,4.02,0.469,0.42,0.904,-0.159,0,96,0.67,0.753,173,1,3.76,3.3,21.9,1.0,0
16900,13299.98,0.97,2.7,0.841,-0.194,0.656,0.127,1,32,0.45,0.546,111,0,2.0,5.08,16.03,9.78,1
17000,13300.16,1.13,6.0,0.819,0.24,1.148,0.181,0,96,0.999,0.957,148,1,4.37,4.52,22.57,1.0,1
17100,13300.26,1.19,5.51,0.793,0.011,0.943,-0.353,1,32,0.919,0.786,153,0,2.83,5.54,19.93,1.4,1
17200,13299.94,0.81,4.63,0.699,0.311,1.119,0.477,0,64,0.771,0.933,167,1,2.8,5.91,18.43,5.34,1
17300,13299.9,0.84,4.29,0.675,-0.278,0.893,-0.242,1,32,0.715,0.744,66,1,2.32,2.76,17.97,10.15,1
17400,13300.17,0.87,2.94,0.665,-0.339,0.93,-1.114,0,32,0.49,0.775,190,1,2.0,3.23,11.05,8.57,1
17500,13300.41,0.85,4.11,0.763,-0.012,0.824,-0.639,0,32,0.685,0.686,222,0,3.57,2.5,13.91,10.21,0
17600,13300.83,1.1,3.34,0.719,0.272,0.601,0.199,1,32,0.557,0.501,174,0,3.14,4.87,19.74,17.69,1
17700,13300.36,1.35,3.53,0.683,0.053,0.774,-0.642,1,96,0.589,0.645,83,1,3.51,2.5,14.7,8.4,0
17800,13300.51,1.29,5.89,0.866,0.553,1.478,0.259,0,32,0.982,1.231,259,0,4.48,5.39,21.42,11.54,1
17900,13300.31,0.78,4.48,0.686,0.053,0.704,-0.109,0,96,0.747,0.586,117,1,3.14,4.6,18.62,16.51,1
18000,13300.29,1.19,3.2,0.868,0.041,0.52,-0.439,0,32,0.533,0.433,91,1,2.51,2.77,24.87,13.81,1
18100,13300.58,0.96,4.64,0.674,0.122,0.684,0.004,1,96,0.773,0.57,209,0,4.05,2.5,14.07,4.55,0
18200,13300.91,0.86,3.62,0.744,-0.073,1.082,-0.54,0,64,0.604,0.902,158,0,2.0,7.1,20.91,10.97,1
18300,13300.9,0.86,3.38,0.669,0.155,0.87,0.478,1,64,0.564,0.725,84,0,3.19,4.09,24.7,22.8,1
18400,13300.37,1.36,4.58,0.609,0.057,0.0,-0.002,1,64,0.763,0.0,92,1,3.86,4.57,20.56,11.04,1
18500,13300.23,1.23,2.8,0.627,-0.17,0.888,-0.764,0,32,0.467,0.74,186,0,2.16,5.14,12.02,10.67,1
18600,13300.0,1.05,2.78,0.642,0.005,0.942,-0.535,0,32,0.464,0.785,105,1,2.1,2.5,12.53,17.33,1
18700,13299.7,1.37,4.03,0.823,-0.085,1.25,0.228,0,32,0.671,1.042,136,0,6.13,2.5,24.92,9.53,0
18800,13299.55,1.25,3.33,0.736,-0.258,0.78,-0.667,0,96,0.554,0.65,85,1,2.0,2.5,22.56,18.69,1
18900,13298.95,0.96,5.06,0.79,0.041,0.846,0.063,0,64,0.843,0.705,171,1,2.81,3.32,9.56,1.0,1
19000,13298.47,1.15,2.91,0.727,-0.07,0.173,-0.341,1,96,0.485,0.144,93,1,2.0,3.92,15.26,16.31,1
19100,13298.72,1.22,3.22,0.579,0.017,0.799,-0.298,1,96,0.537,0.666,45,1,2.0,2.5,21.22,12.9,1
19200,13298.34,1.01,4.27,0.78,0.279,1.132,-1.114,1,32,0.712,0.943,85,1,3.49,4.66,23.28,4.05,1
19300,13298.62,0.86,2.71,0.912,0.092,0.357,0.279,1,96,0.452,0.297,122,0,2.0,2.5,13.11,6.88,1
19400,13298.81,1.13,3.85,0.628,0.115,1.353,-0.206,0,32,0.642,1.128,180,0,3.39,3.85,19.35,25.85,1
19500,13298.12,0.8,3.29,0.518,-0.186,0.918,0.31,1,64,0.548,0.765,149,1,4.12,5.34,21.6,13.52,1
19600,13298.21,1.23,3.08,0.885,0.18,0.67,0.017,0,32,0.513,0.558,85,0,2.0,8.35,13.29,9.7,1
19700,13298.14,1.0,2.96,0.72,-0.001,0.697,-0.102,1,64,0.493,0.581,40,0,2.98,2.5,22.01,18.37,0
19800,13298.32,1.32,3.64,0.753,0.241,1.049,0.038,1,32,0.607,0.874,91,1,2.0,2.5,10.19,11.89,1
19900,13298.52,1.26,4.47,0.702,0.114,1.015,0.05,0,32,0.745,0.845,90,0,2.0,3.87,20.05,1.0,1
20000,13298.83,1.07,3.76,0.773,0.125,1.155,-0.111,0,96,0.627,0.962,178,1,3.07,6.41,13.31,3.05,1
20100,13298.84,1.4,2.81,0.878,0.029,1.31,-0.038,0,32,0.469,1.091,115,1,2.0,2.5,16.38,11.59,1
20200,13299.23,0.82,3.53,0.722,-0.022,0.718,0.36,0,64,0.588,0.598,40,0,3.53,6.43,18.52,9.85,1
20300,13298.89,1.23,3.51,0.768,0.093,0.937,-0.417,0,32,0.585,0.78,255,1,3.56,3.0,23.71,14.72,0
