timestamp_ms,mid_price,spread_ticks,order_latency_ms,fill_ratio,imbalance,micro_vol,pnl_ticks,err_inc,cause,mu_norm,sg_norm,success_window_ms,recovered_within_target,gateway_primary_latency_ms,gateway_secondary_latency_ms,queue_depth_primary,queue_depth_secondary,active_primary
3800,4049.61,1.86,15.37,0.14,-0.698,3.517,-0.666,2,162,2.91,2.931,401,0,22.36,9.4,12.61,6.45,0
3900,4049.48,3.31,8.17,0.281,-0.982,2.058,-0.695,1,34,1.852,1.715,267,0,8.42,2.88,21.67,14.05,0
4000,4049.32,3.18,6.76,0.282,-0.53,2.328,-0.236,1,34,1.392,1.94,191,1,7.86,5.06,13.1,19.63,0
4100,4049.41,3.52,12.09,0.406,-0.45,2.28,-0.803,3,162,2.24,1.9,312,0,14.66,8.89,16.21,13.73,0
4200,4049.19,4.0,8.82,0.018,-0.286,1.823,-0.002,1,162,1.613,1.52,265,0,11.09,4.43,9.84,16.15,0
4300,4049.24,3.31,11.95,0.232,-0.574,2.624,-0.251,1,34,2.279,2.186,188,1,15.81,6.97,19.0,10.68,0
4400,4049.04,3.74,9.61,0.208,-0.683,2.642,-0.905,2,34,1.943,2.201,320,1,12.02,2.5,19.83,6.74,0
4500,4049.07,3.94,11.13,0.297,-0.736,3.922,-0.172,2,160,2.223,3.268,216,1,12.86,3.68,20.88,15.55,0
4600,4048.92,3.02,13.9,0.098,-0.646,2.291,-1.084,2,32,2.641,1.909,183,1,18.61,9.67,17.05,8.29,0
4700,4049.0,2.41,9.25,0.238,-0.507,4.406,-0.414,1,34,1.795,3.672,381,1,10.58,4.08,19.14,12.96,0
4800,4049.02,4.85,5.37,0.35,-0.302,3.865,0.209,2,130,1.045,3.221,342,0,6.8,2.5,17.53,9.88,0
4900,4049.45,3.42,18.69,0.157,-0.704,3.039,-0.536,1,32,3.467,2.532,373,0,22.58,12.2,16.05,16.91,0
5000,4049.57,3.44,9.11,0.149,-1.0,2.839,-0.816,1,2,2.018,2.366,339,0,10.95,8.93,8.87,3.85,0
5100,4049.71,3.62,10.74,0.395,-0.326,3.447,-0.285,2,34,1.954,2.873,165,0,13.64,6.24,20.73,9.54,0
5200,4049.72,3.75,6.88,0.288,-0.349,2.575,-0.369,1,160,1.321,2.146,407,0,8.59,2.5,17.48,18.25,0
5300,4049.63,1.86,15.59,0.24,-0.039,1.618,-0.852,1,2,2.618,1.348,309,0,20.24,4.74,14.78,11.58,0
5400,4049.82,3.86,13.85,0.197,-0.675,3.072,-0.183,1,130,2.646,2.56,127,0,18.9,7.96,18.75,13.08,0
5500,4049.65,1.82,10.87,0.205,-0.726,3.849,-1.307,1,34,2.174,3.207,143,0,13.05,10.49,20.45,11.69,0
5600,4049.36,3.97,13.32,0.476,-0.887,3.161,-0.345,0,34,2.664,2.634,346,1,16.89,7.46,15.15,16.24,0
5700,4049.33,2.61,8.77,0.264,-0.773,2.757,-0.324,2,162,1.848,2.298,376,1,8.3,6.35,15.58,14.53,0
5800,4049.41,5.07,9.06,0.405,-1.0,2.491,-1.004,1,160,2.009,2.076,281,0,11.46,3.87,24.48,15.7,0
5900,4049.56,2.43,11.99,0.285,-0.473,3.575,-0.738,1,34,2.236,2.979,143,0,16.0,9.34,17.73,10.63,0
6000,4049.71,6.28,7.72,0.205,-0.287,2.728,-0.657,2,162,1.43,2.273,332,0,9.67,3.58,19.1,9.08,0
6100,4049.83,3.27,15.74,0.166,-1.0,2.832,-0.176,2,162,3.123,2.36,380,0,20.31,12.11,10.54,15.41,0
6200,4049.93,2.82,14.29,0.343,0.166,2.224,-0.074,1,32,2.464,1.854,120,1,18.6,8.22,12.5,17.06,0
6300,4050.2,4.01,12.99,0.402,-0.74,2.608,-1.342,2,34,2.535,2.173,251,0,17.25,6.46,13.76,19.01,0
6400,4050.06,3.51,13.4,0.237,-0.844,2.73,-1.397,1,160,2.655,2.275,202,0,16.92,11.75,14.05,11.46,0
6500,4050.12,3.54,9.17,0.461,-0.041,1.818,-0.045,1,162,1.549,1.515,187,1,12.2,2.5,21.15,17.71,0
6600,4050.34,4.31,14.43,0.382,-0.438,3.945,-0.483,1,34,2.625,3.288,170,0,18.64,4.93,18.23,6.69,0
6700,4050.39,2.77,10.99,0.263,-0.387,2.429,-1.106,1,34,2.025,2.024,317,0,14.76,6.61,20.33,14.57,0
6800,4050.4,2.66,10.89,0.602,-0.429,2.756,-0.291,1,32,2.029,2.296,334,0,15.38,4.69,19.43,11.09,0
6900,4050.4,1.89,12.82,0.245,-0.222,1.858,-0.54,1,34,2.247,1.548,382,0,14.76,6.78,18.05,13.18,0
7000,4050.34,3.41,10.57,0.199,-1.0,2.481,-0.477,1,2,2.261,2.067,281,0,13.4,3.13,22.83,9.63,0
7100,4050.21,3.78,12.33,0.31,-0.581,3.337,-0.602,2,160,2.345,2.781,362,1,17.15,7.99,18.95,17.61,0
7200,4050.31,3.19,11.02,0.387,-0.562,3.205,-0.477,1,34,2.117,2.671,203,1,13.03,9.09,15.03,9.19,0
7300,4050.23,3.57,18.28,0.203,-0.7,3.671,-0.801,1,162,3.397,3.059,315,0,22.93,11.58,12.47,6.26,0
7400,4050.31,2.74,11.33,0.354,-0.298,2.183,-1.191,1,34,2.037,1.819,238,0,13.07,7.12,4.15,5.95,0
7500,4050.77,4.34,12.6,0.318,-0.299,4.599,-1.286,1,162,2.25,3.833,240,0,17.25,5.47,15.16,22.07,0
7600,4050.75,2.53,8.43,0.178,-0.511,2.175,-0.405,1,162,1.661,1.812,120,0,10.22,8.52,15.75,11.44,0
7700,4050.63,2.99,12.37,0.254,-0.848,2.061,-0.155,1,32,2.486,1.717,286,0,14.36,9.6,16.2,14.76,0
7800,4050.24,2.27,15.59,0.297,-0.648,3.624,-0.137,1,2,2.923,3.02,337,0,19.48,10.95,16.99,17.96,0
7900,4050.35,2.79,9.2,0.374,-0.612,3.535,-1.049,1,162,1.838,2.946,362,0,10.18,4.65,21.63,14.43,0
8000,4050.22,3.4,13.78,0.274,-0.94,3.627,-0.041,1,162,2.767,3.022,143,0,18.47,7.33,12.46,14.34,0
8100,4050.6,2.73,11.63,0.206,-0.633,2.69,0.017,1,34,2.255,2.241,254,1,13.57,7.29,18.96,15.19,0
8200,4050.75,3.65,12.24,0.496,-0.985,2.612,-0.069,1,32,2.533,2.177,264,1,14.07,5.09,20.99,18.63,0
8300,4050.84,3.14,11.69,0.398,-0.606,2.607,-0.57,1,34,2.252,2.172,233,0,13.84,5.46,15.59,11.23,0
8400,4050.81,5.41,10.97,0.256,-0.787,2.778,0.17,1,34,2.221,2.315,383,0,14.07,2.5,11.42,22.58,0
8500,4050.66,2.59,11.94,0.29,-0.421,3.225,-0.212,1,162,2.2,2.688,293,0,15.69,8.89,19.65,5.73,0
8600,4051.0,2.99,13.16,0.504,-0.374,2.938,-0.774,1,130,2.38,2.449,375,1,15.67,6.33,8.28,14.07,0
8700,4051.15,2.21,14.4,0.353,-0.726,3.382,0.164,1,162,2.762,2.818,169,0,16.6,9.05,14.29,13.36,0
8800,4050.81,2.62,14.49,0.223,-0.248,3.955,-0.832,2,34,2.538,3.296,301,0,19.56,7.62,18.47,15.61,0
8900,4051.01,2.11,16.1,0.179,-0.333,3.544,-0.667,2,160,2.851,2.954,255,0,20.31,7.87,12.97,13.39,0
9000,4050.76,3.68,14.33,0.384,-0.553,3.81,-0.707,0,162,2.665,3.175,226,0,18.55,9.02,8.21,19.48,0
9100,4050.73,3.26,11.86,0.19,-0.26,4.82,-0.399,2,34,2.106,4.017,208,1,16.22,7.39,15.97,13.84,0
9200,4050.24,4.28,10.36,0.28,-0.607,2.792,-0.3,0,34,2.03,2.327,322,0,13.82,7.95,18.7,12.06,0
9300,4050.22,4.71,14.63,0.187,-0.384,2.472,-0.504,2,162,2.63,2.06,237,0,18.72,8.14,19.13,13.58,0
9400,4050.33,2.61,8.32,0.033,-0.475,4.345,-1.105,1,34,1.624,3.621,320,0,9.84,4.68,17.57,13.69,0
9500,4050.61,3.81,10.52,0.224,-0.957,2.706,-0.636,1,160,2.231,2.255,249,1,13.43,6.58,23.24,14.48,0
9600,4050.58,3.97,13.57,0.313,-0.399,3.062,-0.791,2,34,2.461,2.552,159,0,16.82,9.05,16.15,16.26,0
9700,4050.68,2.52,12.71,0.265,-0.494,3.854,-0.153,1,162,2.365,3.212,218,0,16.32,7.51,12.46,13.98,0
9800,4050.62,2.61,15.72,0.211,-0.392,3.088,-0.772,1,34,2.817,2.573,314,0,20.39,11.42,18.25,21.84,0
9900,4050.42,2.9,9.44,0.229,-0.916,2.48,-0.02,2,34,2.032,2.067,244,1,12.85,3.32,10.53,7.41,0
10000,4049.9,3.2,12.19,0.157,-0.939,3.38,-1.219,2,34,2.502,2.817,391,1,17.23,3.02,10.09,10.39,0
10100,4049.69,4.15,10.66,0.368,-0.39,4.392,-0.867,1,130,1.973,3.66,437,1,13.25,3.34,15.49,17.36,0
10200,4049.7,3.06,14.83,0.34,-0.046,3.781,-0.067,2,34,2.495,3.151,120,0,19.57,7.19,13.51,15.37,0
10300,4049.82,3.26,11.35,0.238,-0.538,3.558,-0.682,2,34,2.16,2.965,450,0,14.03,8.7,11.74,10.45,0
10400,4050.39,2.41,10.59,0.235,-0.43,2.084,-0.899,1,2,1.98,1.737,154,0,16.06,5.25,13.43,7.36,0
10500,4050.28,3.6,12.12,0.293,-0.826,3.412,-0.381,2,162,2.434,2.843,364,0,14.58,6.42,18.78,18.73,0
10600,4050.05,4.86,10.93,0.184,-0.838,2.77,-0.27,1,34,2.241,2.309,251,0,15.1,7.08,16.18,5.98,0
10700,4050.04,3.74,8.15,0.197,-0.961,1.603,-1.359,1,160,1.839,1.336,418,1,8.61,2.5,20.51,12.51,0
10800,4049.98,5.26,14.84,0.319,-0.81,2.481,-0.301,0,162,2.879,2.067,312,0,18.54,9.57,15.06,5.44,0
10900,4050.31,3.73,11.31,0.231,-1.0,4.099,-0.976,1,162,2.385,3.416,209,0,15.15,5.08,15.33,24.28,0
11000,4050.58,3.26,14.79,0.385,-0.613,2.768,-0.857,0,162,2.771,2.307,199,0,19.12,9.01,17.69,10.66,0
11100,4050.55,3.0,9.35,0.257,-0.948,2.793,-1.681,1,162,2.032,2.328,262,0,10.8,5.03,19.07,15.57,0
11200,4050.87,3.47,10.57,0.287,-0.8,2.73,-0.668,1,160,2.162,2.275,302,0,12.28,8.96,19.81,3.08,0
11300,4050.75,3.55,14.95,0.301,-1.0,2.314,-0.233,2,2,2.992,1.928,307,1,18.12,8.13,11.3,17.3,0
11400,4050.82,2.63,13.76,0.212,-0.744,2.768,-0.604,2,162,2.666,2.307,356,1,18.41,7.49,15.62,10.45,0
11500,4050.44,4.82,12.08,0.164,-0.465,1.785,0.242,2,162,2.246,1.487,345,0,15.43,4.28,16.3,13.58,0
11600,4050.48,3.82,10.28,0.178,-0.515,2.836,-0.625,1,34,1.972,2.363,341,0,11.63,4.74,16.76,14.74,0
11700,4050.54,3.65,8.08,0.466,-0.74,3.728,-1.174,1,32,1.717,3.107,255,1,9.7,3.0,14.1,7.08,0
11800,4050.56,3.21,12.99,0.236,-0.844,2.628,-0.059,2,34,2.586,2.19,228,0,18.12,5.38,14.51,6.6,0
11900,4050.42,2.6,8.75,0.286,-0.558,2.302,-0.347,2,34,1.737,1.918,199,1,10.99,2.5,6.35,17.7,0
12000,4050.66,5.92,12.75,0.145,-0.606,3.154,-0.927,1,34,2.428,2.628,187,0,15.0,6.57,17.33,25.15,0
12100,4050.51,3.94,13.49,0.254,-0.703,3.537,-0.568,1,34,2.599,2.947,355,0,14.53,4.89,13.11,12.89,0
12200,4050.53,4.17,10.61,0.308,-0.84,2.829,0.011,1,32,2.188,2.358,186,0,14.35,3.77,22.27,14.58,0
12300,4050.84,3.94,17.85,0.342,-0.859,3.432,-0.816,2,162,3.405,2.86,185,0,23.36,8.5,15.8,8.5,0
12400,4050.68,4.5,11.06,0.336,-0.748,2.358,-0.658,2,162,2.218,1.965,322,0,15.19,4.73,14.14,3.32,0
12500,4050.3,4.13,10.23,0.321,-0.612,3.361,-1.003,1,162,2.011,2.801,240,0,11.55,6.87,14.1,9.58,0
12600,4050.15,3.61,15.59,0.268,-0.358,2.372,-0.524,1,34,2.778,1.976,367,0,19.21,15.05,16.51,10.45,0
12700,4049.99,4.06,3.21,0.252,-0.693,3.342,0.077,1,34,0.882,2.785,155,0,4.71,2.5,12.02,9.17,0
12800,4049.98,3.96,10.9,0.24,-0.479,3.906,-0.535,1,34,2.057,3.255,270,0,13.72,4.01,23.07,23.74,0
12900,4050.09,3.22,14.89,0.215,-0.21,3.778,-1.055,1,34,2.587,3.148,180,0,18.24,8.49,14.57,22.26,0
13000,4049.9,2.23,12.51,0.222,-0.694,3.501,-0.404,1,34,2.432,2.917,132,1,16.38,6.07,24.05,14.9,0
13100,4050.03,3.44,11.61,0.264,-0.534,3.267,-0.896,1,34,2.201,2.722,294,0,13.88,7.6,12.45,13.19,0
13200,4050.35,3.68,9.44,0.262,-0.657,3.062,-0.087,2,162,1.902,2.552,410,0,10.85,5.03,12.03,6.63,0
13300,4050.58,3.4,14.21,0.377,-0.594,3.599,-1.022,2,162,2.666,2.999,180,0,18.07,9.92,22.73,12.18,0
13400,4050.66,1.84,6.39,0.157,-0.314,4.846,-0.049,1,162,1.223,4.039,279,1,8.44,6.44,19.7,17.87,0
13500,4050.71,3.71,11.43,0.023,-0.609,2.923,-0.546,2,130,2.209,2.436,126,0,13.13,8.19,18.85,10.93,0
13600,4050.41,3.67,13.76,0.521,-0.757,2.134,-0.522,2,34,2.671,1.778,198,1,18.29,5.79,17.97,23.0,0
13700,4050.49,2.93,12.82,0.211,-0.364,3.534,-0.489,1,34,2.318,2.945,230,0,15.68,10.15,11.46,17.32,0
13800,4050.08,3.56,10.9,0.244,-0.464,3.031,-0.332,2,32,2.048,2.526,286,0,13.18,5.29,17.01,13.51,0
13900,4049.77,3.33,8.2,0.342,-0.377,2.772,0.387,2,34,1.555,2.31,231,0,8.95,5.52,15.4,19.97,0
14000,4049.96,3.81,11.09,0.261,-0.533,2.646,-1.273,2,34,2.114,2.205,140,0,14.68,7.8,19.01,12.6,0
14100,4049.83,4.2,13.32,0.12,-0.482,2.978,-1.136,2,32,2.46,2.482,159,0,15.82,8.56,14.99,7.83,0
14200,4049.66,4.02,14.08,0.248,-0.128,3.424,-0.48,2,34,2.411,2.853,288,1,15.81,8.19,18.24,6.89,0
14300,4049.92,1.86,13.0,0.18,-0.726,3.58,-0.397,1,34,2.53,2.983,329,0,18.87,6.79,15.92,12.27,0
14400,4049.8,3.45,10.39,0.206,-1.0,3.096,-0.429,1,34,2.232,2.58,203,0,14.71,6.97,16.49,15.69,0
14500,4049.65,4.06,11.68,0.378,-0.928,2.779,-0.581,1,160,2.41,2.316,378,0,14.55,8.25,15.0,14.5,0
14600,4049.75,4.01,12.28,0.303,-0.62,3.257,-0.877,1,2,2.356,2.714,246,0,15.04,5.91,11.47,16.44,0
14700,4049.66,2.06,14.07,0.227,-0.2,2.001,-0.548,2,34,2.444,1.668,297,0,16.3,6.41,13.82,22.28,0
14800,4049.45,4.68,9.71,0.222,-0.386,4.914,0.035,2,34,1.812,4.095,339,0,10.3,4.71,17.34,1.58,0
14900,4049.5,3.38,11.65,0.107,-0.943,3.197,0.456,1,162,2.413,2.664,413,0,13.03,4.91,16.34,11.56,0
15000,4049.47,3.78,10.18,0.25,-0.562,2.493,-0.617,2,2,1.978,2.078,259,0,10.64,4.97,14.76,26.52,0
15100,4049.43,3.98,9.58,0.23,-0.415,3.33,-0.637,1,162,1.803,2.775,143,0,12.91,6.44,16.59,15.78,0
15200,4049.8,4.08,8.44,0.367,-0.489,2.768,-0.321,2,162,1.651,2.307,221,0,7.66,6.53,22.27,13.71,0
15300,4049.93,3.27,11.66,0.254,-0.635,3.953,-0.012,1,32,2.261,3.294,417,0,13.16,6.44,18.87,9.8,0
15400,4049.91,3.64,9.36,0.271,-0.007,2.565,-1.032,2,34,1.564,2.137,181,0,13.46,7.1,17.58,10.94,0
15500,4049.65,2.56,12.23,0.265,-0.301,1.924,-0.624,2,162,2.189,1.604,301,0,15.71,7.41,15.14,8.8,0
15600,4049.59,5.12,12.64,0.141,-0.498,2.997,-0.173,3,162,2.355,2.497,373,0,18.2,6.8,19.27,13.74,0
15700,4049.6,2.61,13.19,0.305,-0.887,2.584,-0.408,0,160,2.643,2.153,358,0,15.97,9.23,14.38,16.29,0
15800,4049.7,2.38,16.84,0.29,-0.791,3.337,-0.811,2,34,3.202,2.781,347,0,22.36,8.33,14.08,5.58,0
15900,4049.77,2.92,11.89,0.292,-0.454,4.8,-1.489,1,162,2.209,4.0,350,0,15.07,6.2,18.14,14.99,0
16000,4049.83,5.27,13.05,0.438,-0.236,3.123,-1.14,1,160,2.292,2.603,335,1,16.64,6.39,17.39,10.38,0
16100,4049.74,2.36,11.8,0.504,-0.517,2.753,-1.116,2,34,2.225,2.294,465,0,14.97,5.23,22.25,21.07,0
16200,4050.02,4.3,16.48,0.217,-0.855,3.583,0.453,1,34,3.175,2.986,120,0,19.54,9.42,19.54,4.72,0
16300,4050.13,3.55,12.84,0.272,-0.094,2.912,-0.938,1,2,2.187,2.426,209,0,16.43,4.88,17.77,10.87,0
16400,4050.02,0.88,15.86,0.152,-0.454,1.811,0.419,1,32,2.87,1.509,195,0,20.54,8.4,18.36,11.74,0
16500,4050.08,1.87,12.75,0.434,-0.687,3.735,-0.528,1,34,2.469,3.113,228,0,16.78,5.45,9.64,14.12,0
16600,4050.01,3.06,10.6,0.062,-0.418,3.152,-0.301,1,34,1.976,2.627,131,0,12.33,8.69,18.14,13.84,0
16700,4050.04,3.81,12.27,0.537,-0.144,3.585,0.247,2,32,2.116,2.988,221,0,16.69,6.3,7.11,13.11,0
16800,4050.03,4.16,11.37,0.216,-0.136,1.931,-0.879,2,162,1.962,1.609,192,0,12.93,3.92,13.43,17.11,0
16900,4049.69,3.52,10.89,0.241,-0.062,1.699,-1.302,1,2,1.846,1.416,201,0,13.8,5.06,14.68,19.05,0
17000,4049.78,2.17,10.27,0.488,-0.39,2.313,-0.703,2,160,1.907,1.927,419,0,12.3,4.66,13.43,14.21,0
17100,4049.55,3.13,13.07,0.317,-1.0,2.679,-0.186,1,34,2.679,2.232,302,0,15.53,7.06,15.05,7.62,0
17200,4049.51,3.38,11.67,0.463,0.06,2.599,-0.542,1,34,1.974,2.165,397,0,14.1,8.98,9.89,19.76,0
17300,4049.67,0.9,12.91,0.179,-0.54,2.72,-0.446,0,32,2.423,2.267,339,0,16.73,3.55,17.91,9.99,0
17400,4049.37,2.39,9.03,0.048,-0.566,2.145,-0.599,2,2,1.789,1.787,361,0,13.42,5.3,17.74,6.94,0
17500,4049.29,2.29,12.5,0.267,-0.319,2.939,-1.343,2,34,2.244,2.449,306,0,15.78,6.53,15.61,12.89,0
17600,4048.76,4.31,9.09,0.341,-0.33,1.971,-0.698,2,32,1.68,1.643,229,1,9.91,3.54,19.48,12.09,0
17700,4048.76,3.22,8.04,0.128,-0.047,3.505,-0.819,1,34,1.363,2.921,279,0,10.31,3.2,13.56,12.47,0
17800,4049.08,3.79,13.35,0.0,-0.291,3.76,0.238,2,32,2.371,3.133,328,0,16.66,5.25,11.74,15.41,0
17900,4049.35,5.2,8.82,0.272,-0.517,4.323,-1.111,2,32,1.728,3.602,323,1,9.1,5.53,14.53,5.7,0
18000,4049.33,4.6,9.95,0.307,-0.604,3.169,0.02,1,34,1.96,2.641,213,0,10.78,4.4,23.59,20.79,0
18100,4049.27,2.02,17.51,0.381,-0.637,2.365,-1.079,2,32,3.236,1.971,254,1,21.06,7.22,12.48,11.39,0
18200,4049.12,3.1,9.77,0.21,-1.0,2.348,-0.642,2,34,2.128,1.956,359,1,11.66,5.56,14.26,18.25,0
18300,4049.13,1.93,12.96,0.123,-0.05,3.224,-0.882,1,162,2.184,2.687,391,0,15.45,6.81,20.86,13.96,0
18400,4049.44,2.02,10.25,0.129,-0.575,3.257,-1.052,2,162,1.996,2.714,277,0,12.3,5.56,15.08,10.28,0
18500,4049.86,3.38,11.37,0.347,-0.223,2.392,-0.325,1,34,2.006,1.993,359,0,15.58,4.43,16.86,7.68,0
18600,4049.92,4.37,13.39,0.224,-0.695,4.114,-0.039,1,34,2.579,3.428,295,1,16.86,8.65,12.08,14.1,0
18700,4049.81,3.19,11.96,0.25,-0.066,2.553,-0.35,2,34,2.027,2.127,207,1,13.4,7.13,24.5,14.36,0
18800,4049.73,3.87,9.52,0.268,-0.415,2.369,-0.519,0,34,1.794,1.974,325,1,12.49,7.23,11.75,10.35,0
18900,4049.66,2.4,7.41,0.232,-0.55,4.497,-0.064,2,162,1.511,3.748,120,1,9.56,2.83,23.04,15.74,0
19000,4049.74,3.21,13.05,0.278,-0.22,2.792,-0.063,1,34,2.285,2.326,339,0,15.96,7.96,12.69,21.33,0
19100,4049.84,3.19,17.48,0.28,-0.115,2.086,-0.649,1,34,2.971,1.738,170,0,20.56,9.95,11.1,10.71,0
19200,4049.94,4.83,12.24,0.38,-0.254,2.808,-0.1,2,34,2.167,2.34,181,0,14.61,7.88,15.49,18.77,0
19300,4050.06,4.2,13.18,0.251,-0.385,3.617,-0.642,2,34,2.389,3.014,306,0,14.76,9.14,11.58,9.26,0
19400,4049.99,2.74,13.04,0.389,-0.443,2.465,-0.464,1,34,2.394,2.054,375,0,15.6,6.8,23.55,15.75,0
19500,4050.1,3.63,8.08,0.235,-0.509,3.342,-1.352,0,34,1.601,2.785,343,0,12.23,6.17,13.79,9.37,0
19600,4049.87,4.53,12.5,0.278,-0.719,2.914,-1.027,1,34,2.442,2.428,350,0,15.74,8.82,12.99,12.09,0
19700,4049.83,1.4,13.49,0.284,-0.572,3.582,-0.14,2,162,2.535,2.985,197,0,16.61,9.2,17.1,12.97,0
19800,4049.76,2.47,13.28,0.251,-0.499,2.908,0.039,1,162,2.463,2.424,226,0,14.72,9.9,18.45,11.62,0
19900,4049.68,2.1,10.46,0.267,-0.622,2.183,-0.98,2,162,2.055,1.819,239,0,13.74,6.47,19.34,21.28,0
20000,4049.38,3.99,9.71,0.228,-0.675,2.312,-0.723,2,32,1.955,1.927,264,1,13.18,5.01,14.67,17.05,0
20100,4049.61,3.4,8.87,0.187,-0.745,1.511,-0.221,1,34,1.85,1.259,271,0,11.81,6.34,23.65,7.21,0
